week_start,week_end,region,category,marketing_spend,adstock_marketing,email_sends,traffic_organic,traffic_paid,traffic_direct,traffic_total,source_system,grain,available_at
2024-12-16,2024-12-22,East,Home,7093.0,2856.5714285714284,19000,3508.6,2173.9,172.20000000000002,5854.7,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,East,Home,5456.47,1761.6371428571426,29000,3368.3,1760.2,287.5,5416.3,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,East,Home,821.3,1753.7,1000,475.9,227.3,10.8,714.1,ad_platform_export,weekly,2025-01-07 09:00:00
2022-12-26,2023-01-01,North,Apparel,1175.86,1175.86,3000,1381.6,290.0,66.3,1737.8,ad_platform_export,weekly,2023-01-03 09:00:00
2023-01-02,2023-01-08,North,Apparel,7460.39,2170.4614285714283,18000,8587.1,3080.8,339.1,12007.1,ad_platform_export,weekly,2023-01-10 09:00:00
2023-01-09,2023-01-15,North,Apparel,7146.84,2296.5157142857142,19000,7517.0,3034.0,343.8,10894.7,ad_platform_export,weekly,2023-01-17 09:00:00
2023-01-16,2023-01-22,North,Apparel,7277.91,2277.5057142857145,20000,7366.5,3103.8,300.2,10770.5,ad_platform_export,weekly,2023-01-24 09:00:00
2023-01-23,2023-01-29,North,Apparel,13870.57,3579.0728571428576,22000,6709.0,3686.7,313.9,10709.9,ad_platform_export,weekly,2023-01-31 09:00:00
2023-01-30,2023-02-05,North,Apparel,28778.940000000002,8783.558571428572,22000,6476.4,5062.2,281.0,11819.7,ad_platform_export,weekly,2023-02-07 09:00:00
2023-02-06,2023-02-12,North,Apparel,7443.93,3517.7599999999998,18000,6096.5,3697.4,247.8,10041.7,ad_platform_export,weekly,2023-02-14 09:00:00
2023-02-13,2023-02-19,North,Apparel,7590.1,2423.8114285714287,17000,5740.6,3198.8,215.5,9154.8,ad_platform_export,weekly,2023-02-21 09:00:00
2023-02-20,2023-02-26,North,Apparel,7506.07,2368.942857142857,21000,5273.9,3287.3,229.9,8791.0,ad_platform_export,weekly,2023-02-28 09:00:00
2023-02-27,2023-03-05,North,Apparel,23701.010000000002,6337.428571428572,20000,5210.3,4419.8,208.8,9838.9,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,North,Apparel,13768.029999999999,5523.432857142857,24000,5336.9,4260.4,241.0,9838.4,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,North,Apparel,7755.05,2477.9285714285716,18000,5437.8,3105.4,180.5,8723.6,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,North,Apparel,13590.52,3813.882857142857,26000,5557.8,3697.2000000000003,257.3,9512.2,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,North,Apparel,12299.039999999999,4353.334285714286,22000,5507.7,4014.0,236.2,9758.0,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,North,Apparel,8075.1,2619.6042857142857,23000,5938.5,3215.1,251.1,9404.8,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,North,Apparel,14904.02,3964.54,17000,6426.5,3635.9,173.6,10236.2,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,North,Apparel,24742.11,7720.03,17000,6546.5,4614.2,170.8,11331.5,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,North,Apparel,8328.19,3516.214285714286,22000,6193.8,3659.5,201.6,10055.0,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,North,Apparel,8560.53,2704.65,15000,6437.9,3331.9,155.9,9925.6,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,North,Apparel,8287.17,2658.6042857142857,13000,6104.2,3143.4,133.8,9381.5,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,North,Apparel,8433.380000000001,2677.7614285714285,22000,6325.8,3240.0,226.5,9792.2,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,North,Apparel,9904.35,2870.894285714286,24000,6534.9,3283.1,253.0,10071.0,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,North,Apparel,18078.85,5481.082857142857,16000,6272.9,4187.2,155.5,10615.7,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,North,Apparel,9800.710000000001,3630.2257142857147,22000,6589.5,3596.7,219.0,10405.1,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,North,Apparel,8417.84,2701.06,24000,6559.0,3274.1,236.2,10069.4,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,North,Apparel,8586.66,2692.3742857142856,29000,6463.7,3179.3,311.2,9954.2,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,North,Apparel,8152.3,2643.71,22000,6500.099999999999,3099.5,209.6,9809.4,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,North,Apparel,7880.98,2479.3228571428567,26000,6504.799999999999,3050.2999999999997,283.0,9838.4,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,North,Apparel,8256.05,2603.6614285714286,17000,6346.1,3215.9,170.6,9732.8,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,North,Apparel,8467.94,2681.69,19000,6399.6,3072.1,196.9,9668.6,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,North,Apparel,8471.95,2686.1342857142854,28000,6492.0,3169.9,298.2,9960.0,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,North,Apparel,12920.96,3515.6271428571426,21000,6119.8,3563.7,203.3,9886.7,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,North,Apparel,23628.83,7259.2985714285705,27000,6176.2,4658.9,268.8,11104.0,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,North,Apparel,8057.48,3385.1228571428574,20000,5936.4,3470.9,200.2,9607.5,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,North,Apparel,11853.14,3299.641428571428,22000,6020.5,3448.2,218.2,9687.0,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,North,Apparel,20520.71,6329.601428571428,18000,5997.0,4592.2,183.1,10772.5,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,North,Apparel,9788.119999999999,3739.922857142857,20000,5659.0,3690.0,205.9,9554.8,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,North,Apparel,9505.39,2823.878571428572,23000,5713.7,3316.8,220.4,9250.9,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,North,Apparel,18334.440000000002,5489.024285714286,26000,5595.5,4439.5,253.4,10288.4,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,North,Apparel,8128.030000000001,3132.1314285714284,32000,5380.4,3505.3,324.0,9209.6,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,North,Apparel,7712.67,2477.817142857143,19000,5290.6,3120.6,195.7,8606.9,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,North,Apparel,7433.389999999999,2398.047142857143,23000,4984.7,3231.5,228.4,8444.4,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,North,Apparel,7377.75,2313.582857142857,17000,5018.6,3072.1,182.9,8273.4,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,North,Apparel,7839.8,2463.8728571428574,30000,5045.2,3231.3,303.90000000000003,8580.4,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,North,Apparel,7725.58,2451.4385714285713,20000,5194.2,3130.5,196.5,8521.2,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,North,Apparel,8352.14,2645.191428571429,15000,5702.8,3189.6,142.1,9034.3,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,North,Apparel,8599.25,2703.91,24000,6561.0,3134.1,225.8,9921.0,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,North,Apparel,13507.75,3917.7357142857145,15000,7680.8,3606.3,148.79999999999998,11435.6,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,North,Apparel,11067.82,3846.38,23000,7531.8,3711.9,232.1,11475.7,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,North,Apparel,8503.8,2727.4828571428575,23000,6307.200000000001,3185.2,237.10000000000002,9729.8,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,North,Apparel,8122.53,2608.0914285714284,18000,5566.2,3229.6,192.0,8987.9,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,North,Apparel,14146.98,3645.1899999999996,15000,4746.3,3676.7,148.9,8572.0,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,North,Apparel,24181.03,8164.642857142857,22000,4525.9,5151.4,221.6,9898.9,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,North,Apparel,26678.37,7445.198571428571,31000,4507.6,4842.3,297.8,9647.6,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,North,Apparel,15302.93,6213.562857142858,16000,4492.5,4395.8,159.60000000000002,9047.9,ad_platform_export,weekly,2024-01-16 09:00:00
2024-01-15,2024-01-21,North,Apparel,7333.870000000001,2408.057142857143,32000,4768.0,3207.9,306.4,8282.2,ad_platform_export,weekly,2024-01-23 09:00:00
2024-01-22,2024-01-28,North,Apparel,7532.799999999999,2376.717142857143,18000,4619.4,3232.4,171.6,8023.5,ad_platform_export,weekly,2024-01-30 09:00:00
2024-01-29,2024-02-04,North,Apparel,7682.59,2402.817142857143,27000,4624.9,3141.9,250.2,8017.1,ad_platform_export,weekly,2024-02-06 09:00:00
2024-02-05,2024-02-11,North,Apparel,7828.51,2518.035714285714,22000,4831.8,3173.8,218.9,8224.4,ad_platform_export,weekly,2024-02-13 09:00:00
2024-02-12,2024-02-18,North,Apparel,16582.87,4305.301428571429,25000,5012.2,3776.3,254.2,9042.4,ad_platform_export,weekly,2024-02-20 09:00:00
2024-02-19,2024-02-25,North,Apparel,19793.52,7053.814285714286,22000,4962.0,4709.2,227.5,9898.8,ad_platform_export,weekly,2024-02-27 09:00:00
2024-02-26,2024-03-03,North,Apparel,8080.08,2711.0842857142857,27000,5186.4,3353.2,258.1,8797.8,ad_platform_export,weekly,2024-03-05 09:00:00
2024-03-04,2024-03-10,North,Apparel,7895.6900000000005,2522.154285714286,21000,5173.1,3220.4,215.39999999999998,8608.7,ad_platform_export,weekly,2024-03-12 09:00:00
2024-03-11,2024-03-17,North,Apparel,8057.700000000001,2543.612857142857,21000,5470.9,3146.3,205.4,8822.6,ad_platform_export,weekly,2024-03-19 09:00:00
2024-03-18,2024-03-24,North,Apparel,8480.94,2690.862857142857,19000,5372.3,3363.5,185.6,8921.1,ad_platform_export,weekly,2024-03-26 09:00:00
2024-03-25,2024-03-31,North,Apparel,11889.75,3262.367142857143,15000,5291.7,3509.3,165.3,8966.6,ad_platform_export,weekly,2024-04-02 09:00:00
2024-04-01,2024-04-07,North,Apparel,28401.010000000002,8079.591428571429,17000,5810.5,4881.5,167.2,10859.2,ad_platform_export,weekly,2024-04-09 09:00:00
2024-04-08,2024-04-14,North,Apparel,27711.010000000002,9356.355714285713,25000,5823.8,4957.9,275.7,11057.3,ad_platform_export,weekly,2024-04-16 09:00:00
2024-04-15,2024-04-21,North,Apparel,8038.360000000001,3448.5085714285715,31000,6166.2,3741.4,303.2,10210.8,ad_platform_export,weekly,2024-04-23 09:00:00
2024-04-22,2024-04-28,North,Apparel,7929.0,2541.7757142857145,21000,5921.8,3136.3,213.9,9272.1,ad_platform_export,weekly,2024-04-30 09:00:00
2024-04-29,2024-05-05,North,Apparel,7909.21,2504.2771428571427,26000,6054.4,3141.5,264.3,9460.3,ad_platform_export,weekly,2024-05-07 09:00:00
2024-05-06,2024-05-12,North,Apparel,21852.08,5730.904285714286,14000,6144.4,4134.0,144.0,10422.5,ad_platform_export,weekly,2024-05-14 09:00:00
2024-05-13,2024-05-19,North,Apparel,29152.1,9687.74,15000,6501.6,5265.3,153.4,11920.3,ad_platform_export,weekly,2024-05-21 09:00:00
2024-05-20,2024-05-26,North,Apparel,8679.58,3467.197142857143,24000,6171.7,3558.7,233.7,9964.2,ad_platform_export,weekly,2024-05-28 09:00:00
2024-05-27,2024-06-02,North,Apparel,8592.47,2762.565714285714,21000,6409.1,3187.3,204.6,9801.3,ad_platform_export,weekly,2024-06-04 09:00:00
2024-06-03,2024-06-09,North,Apparel,8365.99,2684.8728571428574,11000,6323.1,3260.0,106.4,9689.6,ad_platform_export,weekly,2024-06-11 09:00:00
2024-06-10,2024-06-16,North,Apparel,8392.06,2630.781428571429,15000,6289.9,3284.2,150.0,9724.2,ad_platform_export,weekly,2024-06-18 09:00:00
2024-06-17,2024-06-23,North,Apparel,8026.77,2587.4542857142856,12000,6665.9,3063.9,118.8,9848.4,ad_platform_export,weekly,2024-06-25 09:00:00
2024-06-24,2024-06-30,North,Apparel,8458.15,2657.055714285714,21000,6640.6,3202.8,217.3,10060.8,ad_platform_export,weekly,2024-07-02 09:00:00
2024-07-01,2024-07-07,North,Apparel,8124.280000000001,2583.9585714285713,16000,6537.3,2945.0,163.9,9646.2,ad_platform_export,weekly,2024-07-09 09:00:00
2024-07-08,2024-07-14,North,Apparel,8256.09,2616.782857142857,24000,6556.3,3235.5,233.4,10025.2,ad_platform_export,weekly,2024-07-16 09:00:00
2024-07-15,2024-07-21,North,Apparel,12269.91,3370.887142857143,17000,6313.9,3353.0,180.8,9847.9,ad_platform_export,weekly,2024-07-23 09:00:00
2024-07-22,2024-07-28,North,Apparel,22193.53,6779.97,12000,6376.3,4523.7,120.30000000000001,11020.2,ad_platform_export,weekly,2024-07-30 09:00:00
2024-07-29,2024-08-04,North,Apparel,17341.71,5741.808571428572,22000,6194.7,4440.1,209.8,10844.4,ad_platform_export,weekly,2024-08-06 09:00:00
2024-08-05,2024-08-11,North,Apparel,16826.5,5597.607142857143,25000,6235.8,4545.3,236.0,11016.9,ad_platform_export,weekly,2024-08-13 09:00:00
2024-08-12,2024-08-18,North,Apparel,8145.91,2888.4585714285713,16000,6148.7,3277.7,152.8,9579.2,ad_platform_export,weekly,2024-08-20 09:00:00
2024-08-19,2024-08-25,North,Apparel,8096.78,2571.8414285714284,23000,5893.5,3137.3,256.2,9287.0,ad_platform_export,weekly,2024-08-27 09:00:00
2024-08-26,2024-09-01,North,Apparel,7597.39,2455.867142857143,21000,5783.1,3155.8,218.7,9157.4,ad_platform_export,weekly,2024-09-03 09:00:00
2024-09-02,2024-09-08,North,Apparel,36629.9,10023.16857142857,20000,6008.5,5183.3,192.7,11384.5,ad_platform_export,weekly,2024-09-10 09:00:00
2024-09-09,2024-09-15,North,Apparel,22241.47,8430.577142857142,21000,5648.9,4868.4,221.1,10738.4,ad_platform_export,weekly,2024-09-17 09:00:00
2024-09-16,2024-09-22,North,Apparel,7839.6,2690.9171428571426,13000,5522.4,3296.0,133.3,8951.6,ad_platform_export,weekly,2024-09-24 09:00:00
2024-09-23,2024-09-29,North,Apparel,7741.49,2481.6414285714286,25000,5497.7,3132.0,258.5,8888.2,ad_platform_export,weekly,2024-10-01 09:00:00
2024-09-30,2024-10-06,North,Apparel,7838.59,2483.617142857143,21000,5224.1,3165.2,205.8,8595.4,ad_platform_export,weekly,2024-10-08 09:00:00
2024-10-07,2024-10-13,North,Apparel,7560.43,2411.0185714285717,21000,5151.0,3190.7,227.0,8568.8,ad_platform_export,weekly,2024-10-15 09:00:00
2024-10-14,2024-10-20,North,Apparel,19660.800000000003,5166.5599999999995,26000,4946.4,3937.1,266.7,9150.2,ad_platform_export,weekly,2024-10-22 09:00:00
2024-10-21,2024-10-27,North,Apparel,41093.47,12639.304285714286,17000,5089.2,5315.8,159.2,10564.2,ad_platform_export,weekly,2024-10-29 09:00:00
2024-10-28,2024-11-03,North,Apparel,33568.12,10904.378571428571,25000,5194.4,5190.9,249.39999999999998,10634.7,ad_platform_export,weekly,2024-11-05 09:00:00
2024-11-04,2024-11-10,North,Apparel,13419.8,5406.795714285714,20000,5782.7,4310.6,202.0,10295.4,ad_platform_export,weekly,2024-11-12 09:00:00
2024-11-11,2024-11-17,North,Apparel,8446.63,2698.0042857142857,19000,6827.0,3221.9,189.8,10238.4,ad_platform_export,weekly,2024-11-19 09:00:00
2024-11-18,2024-11-24,North,Apparel,8859.75,2788.3757142857144,18000,7460.2,3006.6,186.9,10653.6,ad_platform_export,weekly,2024-11-26 09:00:00
2024-11-25,2024-12-01,North,Apparel,27666.32,7258.478571428571,14000,7479.4,4347.5,143.4,11970.5,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,North,Apparel,29570.39,10325.655714285715,20000,6883.0,4934.7,198.8,12016.3,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,North,Apparel,8289.880000000001,3257.075714285714,20000,5687.3,3543.5,192.6,9423.4,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,North,Apparel,7781.39,2501.157142857143,19000,4943.8,3261.3,187.7,8392.7,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,North,Apparel,7158.0,2300.7571428571428,25000,4771.2,2960.7,253.5,7985.3,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,North,Apparel,1089.33,2381.22,1000,569.5,437.3,10.4,1017.2,ad_platform_export,weekly,2025-01-07 09:00:00
2024-11-25,2024-12-01,North,Beauty,333.54,333.54,1333,839.1,199.3,40.8,1079.2,ad_platform_export,weekly,2024-12-03 09:00:00
2024-12-02,2024-12-08,North,Beauty,2334.78,333.54,8142,5993.0,1295.7,306.7,7595.4,ad_platform_export,weekly,2024-12-10 09:00:00
2024-12-09,2024-12-15,North,Beauty,2334.78,333.54,6416,5403.0,1426.2,313.9,7143.4,ad_platform_export,weekly,2024-12-17 09:00:00
2024-12-16,2024-12-22,North,Beauty,2334.78,333.54,7172,5886.8,1406.8,329.1,7622.6,ad_platform_export,weekly,2024-12-24 09:00:00
2024-12-23,2024-12-29,North,Beauty,2334.78,333.54,6471,5907.7,1541.1,260.6,7709.099999999999,ad_platform_export,weekly,2024-12-31 09:00:00
2024-12-30,2025-01-05,North,Beauty,333.54,333.54,998,867.3,210.1,35.3,1112.7,ad_platform_export,weekly,2025-01-07 09:00:00
2022-12-26,2023-01-01,North,Electronics,623.47,623.47,4000,812.5,133.5,61.1,1007.2,ad_platform_export,weekly,2023-01-03 09:00:00
2023-01-02,2023-01-08,North,Electronics,4734.17,1345.45,15000,5363.4,1657.7,284.4,7305.5,ad_platform_export,weekly,2023-01-10 09:00:00
2023-01-09,2023-01-15,North,Electronics,4747.03,1517.6871428571428,24000,4729.8,1813.8999999999999,401.6,6945.299999999999,ad_platform_export,weekly,2023-01-17 09:00:00
2023-01-16,2023-01-22,North,Electronics,4872.58,1540.6457142857143,25000,4332.9,1802.4,405.5,6540.7,ad_platform_export,weekly,2023-01-24 09:00:00
2023-01-23,2023-01-29,North,Electronics,4759.64,1511.6585714285716,28000,3982.3999999999996,1780.4,402.9,6165.9,ad_platform_export,weekly,2023-01-31 09:00:00
2023-01-30,2023-02-05,North,Electronics,4833.16,1526.5985714285714,22000,3527.5,1814.7,290.0,5632.3,ad_platform_export,weekly,2023-02-07 09:00:00
2023-02-06,2023-02-12,North,Electronics,5105.0,1603.8714285714286,28000,3157.4,1834.4,279.2,5271.0,ad_platform_export,weekly,2023-02-14 09:00:00
2023-02-13,2023-02-19,North,Electronics,4901.2,1556.6771428571428,22000,3073.5,1812.3000000000002,209.6,5095.3,ad_platform_export,weekly,2023-02-21 09:00:00
2023-02-20,2023-02-26,North,Electronics,5029.82,1604.707142857143,24000,3097.8,1869.8999999999999,236.4,5204.0,ad_platform_export,weekly,2023-02-28 09:00:00
2023-02-27,2023-03-05,North,Electronics,5256.9,1648.4614285714285,19000,3148.2,1804.9,195.8,5148.8,ad_platform_export,weekly,2023-03-07 09:00:00
2023-03-06,2023-03-12,North,Electronics,4613.24,1499.9328571428573,32000,3300.2,1669.2,338.2,5307.7,ad_platform_export,weekly,2023-03-14 09:00:00
2023-03-13,2023-03-19,North,Electronics,5065.28,1584.6928571428573,14000,3297.8,1737.8,147.9,5183.3,ad_platform_export,weekly,2023-03-21 09:00:00
2023-03-20,2023-03-26,North,Electronics,16039.21,4492.878571428571,15000,3401.5,3328.3,149.6,6879.3,ad_platform_export,weekly,2023-03-28 09:00:00
2023-03-27,2023-04-02,North,Electronics,15984.420000000002,5016.47,21000,3530.1,3517.5,214.89999999999998,7262.5,ad_platform_export,weekly,2023-04-04 09:00:00
2023-04-03,2023-04-09,North,Electronics,5801.8,2496.7771428571427,15000,3504.0,2344.7,141.6,5990.4,ad_platform_export,weekly,2023-04-11 09:00:00
2023-04-10,2023-04-16,North,Electronics,14631.59,4124.214285714285,23000,3635.8,3213.7,253.8,7103.4,ad_platform_export,weekly,2023-04-18 09:00:00
2023-04-17,2023-04-23,North,Electronics,5247.92,2164.6257142857144,24000,3717.8999999999996,2173.2,258.4,6149.6,ad_platform_export,weekly,2023-04-25 09:00:00
2023-04-24,2023-04-30,North,Electronics,5426.74,1721.9914285714287,21000,3758.5,1835.5,205.0,5799.2,ad_platform_export,weekly,2023-05-02 09:00:00
2023-05-01,2023-05-07,North,Electronics,5500.62,1744.717142857143,15000,3740.6,1778.0,143.0,5661.4,ad_platform_export,weekly,2023-05-09 09:00:00
2023-05-08,2023-05-14,North,Electronics,5204.47,1673.2957142857142,20000,3976.6,1795.5,192.9,5964.8,ad_platform_export,weekly,2023-05-16 09:00:00
2023-05-15,2023-05-21,North,Electronics,5294.22,1676.0928571428572,24000,3948.8,1820.5,256.8,6026.0,ad_platform_export,weekly,2023-05-23 09:00:00
2023-05-22,2023-05-28,North,Electronics,5393.35,1701.532857142857,22000,3859.7,1792.6999999999998,226.4,5878.6,ad_platform_export,weekly,2023-05-30 09:00:00
2023-05-29,2023-06-04,North,Electronics,5405.26,1721.2814285714285,29000,4068.4,1741.7,272.4,6082.7,ad_platform_export,weekly,2023-06-06 09:00:00
2023-06-05,2023-06-11,North,Electronics,5271.14,1673.28,25000,3942.0,1823.2,240.6,6006.1,ad_platform_export,weekly,2023-06-13 09:00:00
2023-06-12,2023-06-18,North,Electronics,5270.46,1689.202857142857,17000,3934.8,1711.3,165.2,5811.4,ad_platform_export,weekly,2023-06-20 09:00:00
2023-06-19,2023-06-25,North,Electronics,5315.45,1685.7342857142855,20000,3992.1,1686.6,198.6,5877.400000000001,ad_platform_export,weekly,2023-06-27 09:00:00
2023-06-26,2023-07-02,North,Electronics,5415.01,1710.57,19000,4019.1,1754.1000000000001,201.10000000000002,5974.3,ad_platform_export,weekly,2023-07-04 09:00:00
2023-07-03,2023-07-09,North,Electronics,5402.05,1715.2528571428572,21000,3920.6,1798.9,205.2,5924.6,ad_platform_export,weekly,2023-07-11 09:00:00
2023-07-10,2023-07-16,North,Electronics,5445.4,1726.1114285714286,22000,3930.2000000000003,1786.5,232.8,5949.5,ad_platform_export,weekly,2023-07-18 09:00:00
2023-07-17,2023-07-23,North,Electronics,4017.0299999999997,1463.7985714285714,16000,3995.2,1537.1,156.2,5688.7,ad_platform_export,weekly,2023-07-25 09:00:00
2023-07-24,2023-07-30,North,Electronics,953.27,374.9842857142857,19000,3830.9,488.1,210.10000000000002,4529.1,ad_platform_export,weekly,2023-08-01 09:00:00
2023-07-31,2023-08-06,North,Electronics,526.4,174.52,12000,3782.1,241.6,127.1,4151.0,ad_platform_export,weekly,2023-08-08 09:00:00
2023-08-07,2023-08-13,North,Electronics,531.18,168.94142857142856,23000,3801.4,233.1,233.7,4268.0,ad_platform_export,weekly,2023-08-15 09:00:00
2023-08-14,2023-08-20,North,Electronics,5302.58,1420.4471428571428,19000,3737.4,1524.1,193.2,5455.0,ad_platform_export,weekly,2023-08-22 09:00:00
2023-08-21,2023-08-27,North,Electronics,5102.3,1613.6100000000001,25000,3660.6,1709.3,248.3,5618.0,ad_platform_export,weekly,2023-08-29 09:00:00
2023-08-28,2023-09-03,North,Electronics,5082.98,1641.5128571428572,21000,3513.2,1701.1,205.5,5419.7,ad_platform_export,weekly,2023-09-05 09:00:00
2023-09-04,2023-09-10,North,Electronics,24565.32,6725.97,17000,3575.6,3951.6000000000004,176.0,7703.4,ad_platform_export,weekly,2023-09-12 09:00:00
2023-09-11,2023-09-17,North,Electronics,10685.91,4394.4457142857145,25000,3538.1,2902.8,249.1,6690.1,ad_platform_export,weekly,2023-09-19 09:00:00
2023-09-18,2023-09-24,North,Electronics,5808.38,1740.2757142857142,16000,3315.7000000000003,1882.9,168.9,5367.5,ad_platform_export,weekly,2023-09-26 09:00:00
2023-09-25,2023-10-01,North,Electronics,12245.57,3653.617142857143,19000,3263.2,3033.0,193.7,6490.0,ad_platform_export,weekly,2023-10-03 09:00:00
2023-10-02,2023-10-08,North,Electronics,4909.92,1957.3071428571427,19000,3138.9,2089.8,191.8,5420.4,ad_platform_export,weekly,2023-10-10 09:00:00
2023-10-09,2023-10-15,North,Electronics,11301.93,3044.9828571428575,21000,3206.4,2717.6,212.4,6136.6,ad_platform_export,weekly,2023-10-17 09:00:00
2023-10-16,2023-10-22,North,Electronics,11210.869999999999,4012.6814285714286,16000,3002.9,3167.3,164.3,6334.4,ad_platform_export,weekly,2023-10-24 09:00:00
2023-10-23,2023-10-29,North,Electronics,4932.59,1664.1357142857144,20000,3136.8,1923.6,211.7,5272.2,ad_platform_export,weekly,2023-10-31 09:00:00
2023-10-30,2023-11-05,North,Electronics,5249.88,1647.6499999999999,17000,3196.9,1819.9,161.4,5178.4,ad_platform_export,weekly,2023-11-07 09:00:00
2023-11-06,2023-11-12,North,Electronics,5187.64,1646.5114285714285,29000,3723.8,1738.8,323.59999999999997,5786.5,ad_platform_export,weekly,2023-11-14 09:00:00
2023-11-13,2023-11-19,North,Electronics,5766.79,1791.892857142857,19000,4177.9,1798.2,200.3,6176.6,ad_platform_export,weekly,2023-11-21 09:00:00
2023-11-20,2023-11-26,North,Electronics,5684.52,1814.9114285714288,16000,4522.2,1741.6,171.2,6435.1,ad_platform_export,weekly,2023-11-28 09:00:00
2023-11-27,2023-12-03,North,Electronics,8489.14,2214.4871428571428,20000,4468.3,1935.5,187.8,6591.4,ad_platform_export,weekly,2023-12-05 09:00:00
2023-12-04,2023-12-10,North,Electronics,28641.32,8238.917142857143,26000,3957.8,4243.900000000001,251.4,8453.1,ad_platform_export,weekly,2023-12-12 09:00:00
2023-12-11,2023-12-17,North,Electronics,11309.41,4888.128571428571,28000,3225.5,3216.3,293.7,6735.4,ad_platform_export,weekly,2023-12-19 09:00:00
2023-12-18,2023-12-24,North,Electronics,7527.05,2180.4100000000003,31000,3040.3,2269.9,296.9,5607.1,ad_platform_export,weekly,2023-12-26 09:00:00
2023-12-25,2023-12-31,North,Electronics,10354.92,3391.095714285714,17000,2871.1,3003.1,181.3,6055.7,ad_platform_export,weekly,2024-01-02 09:00:00
2024-01-01,2024-01-07,North,Electronics,4849.23,1731.9714285714285,25000,2794.4,1937.6,246.5,4978.4,ad_platform_export,weekly,2024-01-09 09:00:00
2024-01-08,2024-01-14,North,Electronics,5030.75,1574.44,18000,2916.6,1812.6999999999998,180.3,4909.7,ad_platform_export,weekly,2024-01-16 09:00:00
