date,region,category,day_of_week,month,orders,units_sold,lost_units_stockout,aov,net_sales_revenue,stock_availability,checkout_latency_ms,conversion_rate,traffic_online,traffic_instore,traffic_wholesale,price_discount_depth,promo_flag,source_system,grain,available_at,traffic_total,weather_temp_c,competitor_price_index
2023-05-26,South,Home,4,5,23.0,32.3,0.0,82.6,2664.94,1.0,222.6,0.02571,617.5,195.6,90.0,0.0,0,sales_ops_db,daily,2023-05-27 06:00:00,903.1,22.1,101.69
2023-05-26,West,Apparel,4,5,47.5,95.0,0.0,43.1,4095.91,1.0,213.0,0.03734,863.7,284.9,123.6,0.0,0,sales_ops_db,daily,2023-05-27 06:00:00,1272.1999999999998,22.1,101.69
2023-05-26,West,Electronics,4,5,14.3,15.8,0.0,244.08,3845.41,1.0,209.6,0.01679,573.8,187.6,83.2,0.0,0,sales_ops_db,daily,2023-05-27 06:00:00,844.6,22.1,101.69
2023-05-26,West,Home,4,5,22.5,31.5,0.0,77.01,2427.78,1.0,228.1,0.02601,585.4,190.2,86.3,0.0,0,sales_ops_db,daily,2023-05-27 06:00:00,861.8999999999999,22.1,101.69
2023-05-27,East,Apparel,5,5,59.2,118.4,0.0,44.68,5289.97,1.0,195.2,0.03802,1058.7,348.3,155.8,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,1562.8,21.5,101.68
2023-05-27,East,Electronics,5,5,19.7,21.7,0.0,253.53,5488.88,1.0,213.7,0.02006,648.0,207.5,99.2,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,954.7,21.5,101.68
2023-05-27,East,Home,5,5,24.3,34.1,0.0,78.43,2671.3,1.0,217.5,0.02555,622.2,206.9,100.0,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,929.1,21.5,101.68
2023-05-27,North,Apparel,5,5,67.0,134.0,0.0,46.17,6186.34,1.0,224.5,0.04106,1098.6,361.8,158.3,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,1618.6999999999998,21.5,101.68
2023-05-27,North,Electronics,5,5,18.0,19.8,0.0,244.71,4841.1,1.0,216.0,0.02024,602.0,197.8,90.3,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,890.0999999999999,21.5,101.68
2023-05-27,North,Home,5,5,27.6,38.6,0.0,77.38,2989.25,1.0,232.2,0.02566,725.3,231.9,109.5,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,1066.6999999999998,21.5,101.68
2023-05-27,South,Apparel,5,5,64.4,128.8,0.0,43.64,5619.12,1.0,239.7,0.04195,1052.5,344.5,152.2,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,1549.2,21.5,101.68
2023-05-27,South,Electronics,5,5,18.0,19.8,0.0,261.86,5179.4,1.0,247.8,0.02117,550.9,191.4,86.5,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,828.8,21.5,101.68
2023-05-27,South,Home,5,5,23.7,33.2,0.0,82.08,2721.31,1.0,237.9,0.02521,653.2,203.0,93.2,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,949.4,21.5,101.68
2023-05-27,West,Apparel,5,5,60.3,120.5,0.0,45.11,5437.48,1.0,234.9,0.04332,932.1,301.6,141.2,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,1374.9,21.5,101.68
2023-05-27,West,Electronics,5,5,17.2,18.9,0.0,250.86,4741.66,1.0,200.9,0.02024,572.7,187.2,85.3,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,845.2,21.5,101.68
2023-05-27,West,Home,5,5,22.0,30.8,0.0,77.1,2372.03,1.0,209.7,0.0257,577.7,182.6,85.5,0.0,0,sales_ops_db,daily,2023-05-28 06:00:00,845.8000000000001,21.5,101.68
2023-05-28,East,Apparel,6,5,52.3,104.6,0.0,43.65,4563.88,1.0,205.2,0.03748,956.9,301.4,143.8,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,1402.1,23.3,101.6
2023-05-28,East,Electronics,6,5,20.2,22.2,0.0,250.47,5570.83,1.0,215.9,0.02036,676.4,210.6,99.7,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,986.7,23.3,101.6
2023-05-28,East,Home,6,5,22.3,31.2,0.0,80.42,2506.84,1.0,213.0,0.02262,660.7,205.9,98.4,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,965.0,23.3,101.6
2023-05-28,North,Apparel,6,5,64.9,129.8,0.0,44.09,5722.67,1.0,216.9,0.03884,1131.0,368.5,160.0,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,1659.5,23.3,101.6
2023-05-28,North,Electronics,6,5,16.2,17.8,0.0,239.51,4256.87,1.0,220.0,0.01833,601.2,189.7,82.7,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,873.6000000000001,23.3,101.6
2023-05-28,North,Home,6,5,22.3,31.2,0.0,82.56,2577.66,1.0,219.3,0.02388,649.4,204.9,94.4,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,948.7,23.3,101.6
2023-05-28,South,Apparel,6,5,59.8,119.5,0.0,45.61,5452.21,1.0,195.7,0.04249,968.9,310.9,142.2,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,1422.0,23.3,101.6
2023-05-28,South,Electronics,6,5,19.1,21.0,0.0,246.74,5181.06,1.0,221.5,0.02071,623.0,206.6,91.8,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,921.4,23.3,101.6
2023-05-28,South,Home,6,5,24.2,33.9,0.0,78.63,2665.11,1.0,219.1,0.02522,660.0,215.1,95.3,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,970.4,23.3,101.6
2023-05-28,West,Apparel,6,5,42.4,84.9,0.0,46.12,3913.74,1.0,229.5,0.03778,761.2,246.8,113.4,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,1121.4,23.3,101.6
2023-05-28,West,Electronics,6,5,17.4,19.1,0.0,248.78,4761.11,1.0,222.8,0.01992,590.7,196.1,86.2,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,873.0000000000001,23.3,101.6
2023-05-28,West,Home,6,5,21.0,29.4,0.0,77.56,2279.84,1.0,241.7,0.02489,568.2,179.4,85.1,0.0,0,sales_ops_db,daily,2023-05-29 06:00:00,832.7,23.3,101.6
2023-05-29,East,Apparel,0,5,33.8,67.5,0.0,45.91,3099.32,1.0,228.2,0.02653,877.5,282.4,127.4,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,1287.3000000000002,27.7,101.55
2023-05-29,East,Electronics,0,5,14.9,16.4,0.0,244.15,3995.13,1.0,235.9,0.0163,618.4,201.1,92.5,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,912.0,27.7,101.55
2023-05-29,East,Home,0,5,21.6,30.3,0.0,76.04,2302.73,1.0,197.8,0.02274,668.7,202.1,97.3,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,968.1,27.7,101.55
2023-05-29,North,Apparel,0,5,34.3,68.5,0.0,44.76,3067.62,1.0,188.6,0.02582,897.3,293.3,133.4,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,1324.0,27.7,101.55
2023-05-29,North,Electronics,0,5,15.0,16.5,0.0,253.19,4179.05,1.0,215.7,0.01794,556.7,188.5,85.0,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,830.2,27.7,101.55
2023-05-29,North,Home,0,5,25.1,35.1,0.0,81.27,2856.34,1.0,208.9,0.02506,685.7,218.0,99.2,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,1002.9,27.7,101.55
2023-05-29,South,Apparel,0,5,31.2,62.5,0.0,47.26,2952.2,1.0,236.8,0.02858,729.6,242.8,107.4,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,1079.8000000000002,27.7,101.55
2023-05-29,South,Electronics,0,5,14.0,15.4,0.0,263.82,4053.62,1.0,213.1,0.01739,563.6,175.1,80.9,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,819.6,27.7,101.55
2023-05-29,South,Home,0,5,23.2,32.5,0.0,82.97,2698.95,1.0,248.0,0.02468,651.2,199.5,97.0,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,947.7,27.7,101.55
2023-05-29,West,Apparel,0,5,31.3,62.7,0.0,44.16,2767.35,1.0,219.4,0.02757,783.1,241.4,114.3,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,1138.8,27.7,101.55
2023-05-29,West,Electronics,0,5,10.5,11.6,0.0,248.02,2869.12,1.0,193.1,0.01563,458.8,151.0,67.9,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,677.6999999999999,27.7,101.55
2023-05-29,West,Home,0,5,21.3,29.8,0.0,81.81,2436.94,1.0,235.4,0.02541,570.4,183.1,82.2,0.0,0,sales_ops_db,daily,2023-05-30 06:00:00,835.7,27.7,101.55
2023-05-30,East,Apparel,1,5,31.9,63.7,0.0,46.09,2937.55,1.0,260.6,0.02626,824.7,262.4,122.3,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,1209.4,24.6,101.54
2023-05-30,East,Electronics,1,5,15.9,17.5,0.0,252.35,4425.46,1.0,221.7,0.01688,637.4,214.2,93.9,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,945.5,24.6,101.54
2023-05-30,East,Home,1,5,20.0,28.0,0.0,79.42,2221.96,1.0,220.8,0.02189,625.3,204.8,93.1,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,923.2,24.6,101.54
2023-05-30,North,Apparel,1,5,38.4,76.8,0.0,45.35,3481.96,1.0,193.3,0.02833,912.2,297.1,135.3,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,1344.6,24.6,101.54
2023-05-30,North,Electronics,1,5,15.0,16.5,0.0,257.82,4254.35,1.0,226.6,0.01796,570.5,174.4,85.7,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,830.6,24.6,101.54
2023-05-30,North,Home,1,5,26.0,36.3,0.0,79.74,2898.08,1.0,240.9,0.0259,644.8,222.4,98.8,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,966.0,24.6,101.54
2023-05-30,South,Apparel,1,5,33.3,66.6,0.0,44.44,2958.43,1.0,235.7,0.02929,780.0,259.3,114.7,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,1154.0,24.6,101.54
2023-05-30,South,Electronics,1,5,13.2,14.5,0.0,247.03,3582.39,1.0,229.3,0.0155,590.1,189.1,82.8,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,862.0,24.6,101.54
2023-05-30,South,Home,1,5,21.0,29.4,0.0,80.85,2374.56,1.0,231.7,0.02201,634.7,210.9,94.2,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,939.8,24.6,101.54
2023-05-30,West,Apparel,1,5,32.7,65.3,0.0,46.33,3027.18,1.0,199.0,0.03027,731.4,244.1,112.4,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,1087.9,24.6,101.54
2023-05-30,West,Electronics,1,5,12.8,14.1,0.0,232.65,3279.35,1.0,213.9,0.01752,500.6,170.2,72.5,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,743.3,24.6,101.54
2023-05-30,West,Home,1,5,19.2,26.9,0.0,83.45,2242.78,1.0,211.7,0.02322,561.4,183.0,82.3,0.0,0,sales_ops_db,daily,2023-05-31 06:00:00,826.6999999999999,24.6,101.54
2023-05-31,East,Apparel,2,5,49.9,99.8,0.0,39.54,3945.9,1.0,216.0,0.04029,858.3,264.7,120.0,0.1,1,sales_ops_db,daily,2023-06-01 06:00:00,1243.0,23.7,101.63
2023-05-31,East,Electronics,2,5,15.2,16.7,0.0,250.2,4183.63,1.0,207.7,0.01697,584.2,199.3,89.4,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,872.9,23.7,101.63
2023-05-31,East,Home,2,5,21.7,30.3,0.0,78.03,2366.73,1.0,227.7,0.02416,623.1,193.2,89.8,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,906.1,23.7,101.63
2023-05-31,North,Apparel,2,5,43.3,86.5,0.0,45.14,3905.0,1.0,234.4,0.03099,925.6,298.3,139.0,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,1362.9,23.7,101.63
2023-05-31,North,Electronics,2,5,15.7,17.3,0.0,255.36,4407.97,1.0,206.6,0.01768,596.0,198.3,89.1,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,883.4,23.7,101.63
2023-05-31,North,Home,2,5,23.5,32.9,0.0,82.17,2703.67,1.0,227.9,0.0232,692.0,228.1,104.4,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,1024.5,23.7,101.63
2023-05-31,South,Apparel,2,5,35.7,71.4,0.0,43.43,3099.42,1.0,224.5,0.03096,791.2,247.5,120.5,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,1159.2,23.7,101.63
2023-05-31,South,Electronics,2,5,15.7,17.3,0.0,249.17,4306.41,1.0,231.0,0.01787,582.1,195.5,89.6,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,867.2,23.7,101.63
2023-05-31,South,Home,2,5,22.4,31.4,0.0,78.95,2475.49,1.0,200.4,0.02476,623.8,204.9,88.6,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,917.3,23.7,101.63
2023-05-31,West,Apparel,2,5,31.6,63.2,0.0,44.14,2790.15,1.0,232.6,0.02932,727.6,230.1,109.6,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,1067.3,23.7,101.63
2023-05-31,West,Electronics,2,5,11.4,12.5,0.0,251.44,3143.92,1.0,215.2,0.01705,440.1,148.6,65.3,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,654.0,23.7,101.63
2023-05-31,West,Home,2,5,18.6,26.0,0.0,78.78,2050.02,1.0,221.6,0.02347,538.2,168.9,77.6,0.0,0,sales_ops_db,daily,2023-06-01 06:00:00,784.7,23.7,101.63
2023-06-01,East,Apparel,3,6,49.7,99.3,0.0,40.95,4067.71,1.0,208.6,0.03909,837.1,288.0,126.0,0.1,1,sales_ops_db,daily,2023-06-02 06:00:00,1251.1,20.7,102.01
2023-06-01,East,Electronics,3,6,13.8,15.2,0.0,256.81,3901.99,1.0,223.6,0.01545,614.8,189.9,89.4,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,894.0999999999999,20.7,102.01
2023-06-01,East,Home,3,6,20.8,29.1,0.0,79.56,2317.03,1.0,209.2,0.02169,654.5,206.5,98.0,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,959.0,20.7,102.01
2023-06-01,North,Apparel,3,6,46.4,92.7,0.0,45.79,4246.43,1.0,209.2,0.03013,1063.3,332.8,157.3,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,1553.4,20.7,102.01
2023-06-01,North,Electronics,3,6,15.8,17.4,0.0,244.86,4255.61,1.0,224.2,0.01777,600.1,191.6,91.4,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,883.1,20.7,102.01
2023-06-01,North,Home,3,6,23.8,33.4,0.0,78.03,2604.6,1.0,208.8,0.02426,664.3,210.2,94.6,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,969.1,20.7,102.01
2023-06-01,South,Apparel,3,6,37.7,75.5,0.0,45.97,3469.8,1.0,234.4,0.02987,825.8,276.0,127.4,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,1229.2,20.7,102.01
2023-06-01,South,Electronics,3,6,15.6,17.1,0.0,245.54,4200.2,1.0,215.1,0.01787,577.8,186.9,84.9,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,849.5999999999999,20.7,102.01
2023-06-01,South,Home,3,6,19.4,27.2,0.0,76.73,2083.9,1.0,235.1,0.02319,549.5,183.5,83.3,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,816.3,20.7,102.01
2023-06-01,West,Apparel,3,6,34.7,69.3,0.0,45.25,3137.91,1.0,232.5,0.02968,784.4,258.1,117.3,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,1159.8,20.7,102.01
2023-06-01,West,Electronics,3,6,11.6,12.8,0.0,239.32,3061.52,1.0,208.3,0.01702,481.3,151.0,68.1,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,700.4,20.7,102.01
2023-06-01,West,Home,3,6,22.1,30.9,0.0,80.21,2478.98,1.0,227.0,0.02503,591.5,194.6,88.1,0.0,0,sales_ops_db,daily,2023-06-02 06:00:00,874.2,20.7,102.01
2023-06-02,East,Apparel,4,6,68.2,136.5,0.0,39.05,5330.3,1.0,213.3,0.04551,996.2,329.5,150.8,0.1,1,sales_ops_db,daily,2023-06-03 06:00:00,1476.5,18.6,101.57
2023-06-02,East,Electronics,4,6,14.9,16.4,0.0,254.46,4178.18,1.0,238.1,0.01718,588.3,196.5,86.1,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,870.9,18.6,101.57
2023-06-02,East,Home,4,6,23.4,32.8,0.0,84.05,2757.27,1.0,187.2,0.02583,623.6,199.8,89.9,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,913.3,18.6,101.57
2023-06-02,North,Apparel,4,6,62.4,124.8,0.0,43.14,5385.6,1.0,221.0,0.03735,1110.8,379.0,167.1,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,1656.9,18.6,101.57
2023-06-02,North,Electronics,4,6,17.2,18.9,0.0,260.3,4914.22,1.0,195.9,0.01946,619.2,192.5,89.4,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,901.1,18.6,101.57
2023-06-02,North,Home,4,6,24.1,33.7,0.0,81.03,2733.85,1.0,224.3,0.0251,660.8,218.2,96.2,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,975.2,18.6,101.57
2023-06-02,South,Apparel,4,6,62.3,124.6,0.0,46.4,5780.57,1.0,221.9,0.03923,1074.2,345.3,157.4,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,1576.9,18.6,101.57
2023-06-02,South,Electronics,4,6,16.3,17.9,0.0,250.36,4489.92,1.0,243.2,0.0179,618.9,192.9,89.4,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,901.2,18.6,101.57
2023-06-02,South,Home,4,6,22.1,31.0,0.0,77.48,2402.51,1.0,229.3,0.02421,613.0,203.4,91.6,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,908.0,18.6,101.57
2023-06-02,West,Apparel,4,6,42.5,85.0,0.0,45.16,3839.61,1.0,212.3,0.03364,843.5,275.7,127.5,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,1246.7,18.6,101.57
2023-06-02,West,Electronics,4,6,13.6,15.0,0.0,256.77,3843.15,1.0,231.3,0.01925,468.8,153.9,71.7,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,694.4000000000001,18.6,101.57
2023-06-02,West,Home,4,6,21.5,30.1,0.0,80.18,2414.3,1.0,205.2,0.0236,630.9,199.4,89.1,0.0,0,sales_ops_db,daily,2023-06-03 06:00:00,919.4,18.6,101.57
2023-06-03,East,Apparel,5,6,87.6,175.2,0.0,39.48,6917.44,1.0,189.5,0.06213,932.4,311.0,140.9,0.15,1,sales_ops_db,daily,2023-06-04 06:00:00,1384.3000000000002,22.9,101.1
2023-06-03,East,Electronics,5,6,17.5,19.3,0.0,247.86,4778.25,1.0,209.3,0.01841,649.6,215.1,93.1,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,957.8,22.9,101.1
2023-06-03,East,Home,5,6,22.8,32.0,0.0,75.77,2422.15,1.0,219.0,0.02472,633.2,199.7,90.2,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,923.1,22.9,101.1
2023-06-03,North,Apparel,5,6,74.6,149.2,0.0,46.35,6915.31,1.0,218.7,0.04257,1166.5,381.5,177.0,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,1725.0,22.9,101.1
2023-06-03,North,Electronics,5,6,16.8,18.5,0.0,254.74,4715.02,1.0,222.9,0.01939,594.0,189.5,90.1,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,873.6,22.9,101.1
2023-06-03,North,Home,5,6,26.8,37.5,0.0,75.89,2842.28,1.0,230.7,0.0261,687.2,213.8,104.5,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,1005.5,22.9,101.1
2023-06-03,South,Apparel,5,6,67.6,135.2,0.0,42.26,5715.21,1.0,213.2,0.04081,1125.8,370.5,167.2,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,1663.5,22.9,101.1
2023-06-03,South,Electronics,5,6,18.0,19.8,0.0,250.37,4956.64,1.0,211.2,0.02021,603.4,198.1,91.5,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,893.0,22.9,101.1
2023-06-03,South,Home,5,6,24.1,33.8,0.0,84.49,2856.22,1.0,220.5,0.02499,671.9,222.3,96.9,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,991.1,22.9,101.1
2023-06-03,West,Apparel,5,6,56.6,113.2,0.0,44.09,4993.32,1.0,227.3,0.0417,928.3,294.1,141.8,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,1364.2,22.9,101.1
2023-06-03,West,Electronics,5,6,15.5,17.0,0.0,243.67,4149.22,1.0,207.3,0.01902,554.1,178.3,80.5,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,812.9000000000001,22.9,101.1
2023-06-03,West,Home,5,6,21.9,30.7,0.0,78.5,2409.78,1.0,190.0,0.02481,600.2,196.5,90.8,0.0,0,sales_ops_db,daily,2023-06-04 06:00:00,887.5,22.9,101.1
2023-06-04,East,Apparel,6,6,68.5,137.1,0.0,36.83,5047.91,1.0,230.9,0.0483,959.1,316.3,140.8,0.15,1,sales_ops_db,daily,2023-06-05 06:00:00,1416.2,24.6,100.66
2023-06-04,East,Electronics,6,6,17.0,18.7,0.0,249.61,4667.8,1.0,235.7,0.02019,573.5,183.8,82.9,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,840.1999999999999,24.6,100.66
2023-06-04,East,Home,6,6,23.0,32.1,0.0,78.47,2522.65,1.0,210.6,0.02459,642.0,208.0,89.9,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,939.9,24.6,100.66
2023-06-04,North,Apparel,6,6,60.6,121.1,0.0,45.4,5497.8,1.0,227.2,0.03844,1049.3,341.9,153.6,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,1544.7999999999995,24.6,100.66
2023-06-04,North,Electronics,6,6,17.9,19.7,0.0,236.92,4677.99,1.0,220.3,0.02029,594.0,197.7,85.2,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,876.9000000000001,24.6,100.66
2023-06-04,North,Home,6,6,24.6,34.5,0.0,79.89,2756.22,1.0,191.8,0.02423,694.5,223.4,104.8,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,1022.7,24.6,100.66
2023-06-04,South,Apparel,6,6,60.0,120.0,0.0,45.43,5451.78,1.0,212.0,0.03837,1034.1,354.6,153.4,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,1542.1,24.6,100.66
2023-06-04,South,Electronics,6,6,17.5,19.3,0.0,252.65,4874.68,1.0,217.1,0.01978,597.7,197.0,88.7,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,883.4000000000001,24.6,100.66
2023-06-04,South,Home,6,6,24.3,34.0,0.0,82.42,2804.6,1.0,223.2,0.02597,645.0,207.5,92.0,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,944.5,24.6,100.66
2023-06-04,West,Apparel,6,6,49.9,99.7,0.0,44.9,4477.08,1.0,214.8,0.0393,869.5,279.4,124.9,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,1273.8000000000002,24.6,100.66
2023-06-04,West,Electronics,6,6,15.4,17.0,0.0,253.03,4297.41,1.0,199.9,0.02009,557.7,163.2,76.4,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,797.3000000000001,24.6,100.66
2023-06-04,West,Home,6,6,22.5,31.4,0.0,83.79,2634.47,1.0,214.0,0.02592,589.6,189.0,86.3,0.0,0,sales_ops_db,daily,2023-06-05 06:00:00,864.9,24.6,100.66
2023-06-05,East,Apparel,0,6,48.0,96.1,0.0,37.35,3588.86,1.0,201.1,0.04617,699.8,230.8,106.0,0.15,1,sales_ops_db,daily,2023-06-06 06:00:00,1036.6,31.0,100.78
2023-06-05,East,Electronics,0,6,13.6,15.0,0.0,255.4,3827.06,1.0,223.3,0.01739,530.2,176.8,79.1,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,786.1,31.0,100.78
2023-06-05,East,Home,0,6,22.0,30.7,0.0,78.12,2400.68,1.0,236.0,0.02352,645.5,206.0,90.7,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,942.2,31.0,100.78
2023-06-05,North,Apparel,0,6,37.1,74.2,0.0,43.68,3239.26,1.0,215.5,0.0272,933.8,299.1,134.6,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,1367.5,31.0,100.78
2023-06-05,North,Electronics,0,6,13.4,14.7,0.0,234.03,3445.02,1.0,219.6,0.01709,534.5,167.6,78.8,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,780.9,31.0,100.78
2023-06-05,North,Home,0,6,23.7,33.2,0.0,79.97,2657.4,1.0,216.8,0.02385,648.0,219.8,98.6,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,966.4,31.0,100.78
2023-06-05,South,Apparel,0,6,38.3,76.6,0.0,45.74,3505.32,1.0,229.7,0.02786,923.0,312.6,135.5,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,1371.1,31.0,100.78
2023-06-05,South,Electronics,0,6,13.9,15.3,0.0,264.34,4043.07,1.0,210.6,0.01787,520.3,173.4,79.0,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,772.6999999999999,31.0,100.78
2023-06-05,South,Home,0,6,20.3,28.4,0.0,82.23,2331.91,1.0,211.5,0.02264,628.1,190.6,91.8,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,910.5,31.0,100.78
2023-06-05,West,Apparel,0,6,29.6,59.3,0.0,44.07,2611.26,1.0,196.0,0.02943,700.7,220.0,104.5,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,1025.2,31.0,100.78
2023-06-05,West,Electronics,0,6,10.4,11.4,0.0,255.86,2925.59,1.0,214.7,0.0159,443.4,140.9,64.5,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,648.8,31.0,100.78
2023-06-05,West,Home,0,6,19.0,26.7,0.0,84.08,2241.32,1.0,202.9,0.02321,566.6,181.5,81.2,0.0,0,sales_ops_db,daily,2023-06-06 06:00:00,829.3000000000001,31.0,100.78
2023-06-06,East,Apparel,1,6,48.8,97.5,0.0,39.05,3808.71,1.0,217.4,0.04196,811.9,258.9,112.1,0.15,1,sales_ops_db,daily,2023-06-07 06:00:00,1182.9,25.4,101.27
2023-06-06,East,Electronics,1,6,13.7,15.1,0.0,251.38,3795.22,1.0,223.6,0.0175,544.3,168.2,75.7,0.0,0,sales_ops_db,daily,2023-06-07 06:00:00,788.2,25.4,101.27
2023-06-06,East,Home,1,6,21.1,29.5,0.0,82.01,2420.03,1.0,218.1,0.02266,629.4,201.5,93.2,0.0,0,sales_ops_db,daily,2023-06-07 06:00:00,924.1,25.4,101.27
2023-06-06,North,Apparel,1,6,39.7,79.3,0.0,44.26,3510.86,1.0,243.2,0.02912,960.0,299.1,138.5,0.0,0,sales_ops_db,daily,2023-06-07 06:00:00,1397.6,25.4,101.27
2023-06-06,North,Electronics,1,6,13.3,14.7,0.0,239.34,3513.78,1.0,200.8,0.01596,551.1,181.6,82.1,0.0,0,sales_ops_db,daily,2023-06-07 06:00:00,814.8000000000001,25.4,101.27
2023-06-06,North,Home,1,6,21.7,30.4,0.0,75.38,2289.17,1.0,201.8,0.02304,651.0,207.5,96.0,0.0,0,sales_ops_db,daily,2023-06-07 06:00:00,954.5,25.4,101.27
